gauge_id,provider_id,gauge_name,water_body_name,federal_state,gauge_lat,gauge_lon,gauge_easting,gauge_northing,gauge_elev_metadata,area_metadata,gauge_elev,area,elev_mean,elev_min,elev_5,elev_50,elev_95,elev_max
DE110250,361,Hölzlebruck,Josbach,Baden-Württemberg,47.925221,8.191595,4185792.0,2758501.0,823.11,47.31,834.03,47.08,993.66,828.73,869.06,997.63,1116.2,1204.8
DE110260,364,Illmühle,Steina,Baden-Württemberg,47.749695,8.343761,4196742.0,2738733.0,621.14,50.17,624.42,50.01,868.04,623.22,709.76,857.21,1054.31,1100.49
DE110270,368,St. Blasien,Hauensteiner Alb,Baden-Württemberg,47.756919,8.144628,4181825.0,2739890.0,740.98,97.04,748.58,97.31,1031.38,745.28,851.37,1017.36,1260.31,1446.83
DE110280,375,Wehr,Hasel,Baden-Württemberg,47.615191,7.903851,4163336.0,2724630.0,325.07,24.94,335.36,24.22,589.75,330.89,379.62,503.49,918.07,1131.12
DE110290,379,Oberambringen,Möhlin,Baden-Württemberg,47.917497,7.74034,4152039.0,2758571.0,241.44,43.11,246.82,46.03,509.71,245.58,285.0,478.13,825.73,1121.64
DE110300,380,Untermünstertal,Neumagen,Baden-Württemberg,47.860491,7.759964,4153319.0,2752194.0,333.91,66.03,336.31,66.26,800.24,337.65,447.67,780.92,1174.78,1412.87
DE110310,390,Schwaibach,Kinzig,Baden-Württemberg,48.391708,8.032565,4175251.0,2810634.0,172.8,955.05,172.48,957.44,604.81,170.79,265.0,615.67,916.11,1103.15
DE110320,392,Oberwolfach,Wolf,Baden-Württemberg,48.305973,8.219191,4188849.0,2800756.0,263.44,126.3,265.17,126.79,655.69,264.33,388.65,659.55,901.89,979.03
DE110330,393,Gutach,Gutach,Baden-Württemberg,48.240424,8.212973,4188216.0,2793484.0,301.11,145.51,307.66,145.48,793.3,303.86,468.76,815.65,1019.89,1103.15
DE110340,396,Kappelrodeck,Acher,Baden-Württemberg,48.584374,8.125902,4182696.0,2831865.0,228.14,52.91,231.93,53.0,642.06,232.33,335.45,622.34,1017.19,1163.8
DE110350,406,Rottweil,Neckar,Baden-Württemberg,48.16836,8.631586,4219171.0,2784811.0,547.4,451.55,551.55,458.75,707.45,550.19,613.34,702.3,813.93,1030.19
DE110360,409,Oberndorf,Neckar,Baden-Württemberg,48.289864,8.577901,4215430.0,2798389.0,459.83,690.48,464.04,698.25,691.09,462.19,574.88,687.4,828.33,1030.19
DE110370,411,Horb,Neckar,Baden-Württemberg,48.445978,8.70628,4225256.0,2815563.0,380.87,1113.7,384.16,1123.61,659.16,382.44,505.25,665.87,792.6,1030.19
DE110380,416,Altensteig,Nagold,Baden-Württemberg,48.58481,8.609757,4218398.0,2831123.0,439.58,135.02,444.52,135.02,690.33,441.25,548.61,690.24,828.39,908.97
DE110390,417,Pfäffingen,Ammer,Baden-Württemberg,48.526276,8.964199,4244465.0,2824187.0,346.18,133.78,349.99,133.15,459.64,348.43,382.94,452.21,559.7,614.28
DE110400,420,Kirchentellinsfurt,Neckar,Baden-Württemberg,48.534809,9.133615,4256993.0,2824974.0,303.53,2313.88,305.0,2334.24,595.39,304.5,399.38,593.59,813.12,1030.19
DE110410,422,Riederich,Erms,Baden-Württemberg,48.561403,9.267024,4266877.0,2827823.0,318.43,159.29,322.66,159.42,640.56,322.99,378.05,699.41,814.01,888.04
DE110420,431,Schorndorf,Rems,Baden-Württemberg,48.804221,9.517501,4285545.0,2854663.0,240.69,415.38,242.8,416.7,430.8,242.8,276.27,426.87,628.78,804.59
DE110430,434,Murr,Murr,Baden-Württemberg,48.959294,9.261209,4266882.0,2872058.0,192.0,504.46,199.9,504.68,365.98,193.17,247.9,345.19,505.48,604.24
DE110440,436,Oppenweiler,Murr,Baden-Württemberg,48.990153,9.466778,4281964.0,2875359.0,254.17,180.69,262.28,180.34,436.25,255.08,298.76,454.71,530.49,604.24
DE110450,443,Hausen,Zaber,Baden-Württemberg,49.066347,9.115809,4256372.0,2884077.0,167.76,108.85,173.29,109.11,257.34,169.97,194.3,240.89,355.18,489.26
DE110460,456,Eberbach,Itter,Baden-Württemberg,49.493641,9.046116,4251883.0,2931648.0,169.69,100.75,179.27,100.23,434.92,171.85,280.81,446.64,548.91,598.11
DE110470,460,Meckesheim,Elsenz,Baden-Württemberg,49.31047,8.818275,4235054.0,2911522.0,137.92,256.7,144.83,257.79,228.1,130.79,169.01,227.87,283.2,358.78
DE110480,461,Eschelbronn,Schwarzbach,Baden-Württemberg,49.314918,8.840704,4236693.0,2911990.0,142.22,191.99,148.96,197.11,246.83,145.46,176.83,240.56,333.72,430.18
DE110490,462,Bad Imnau,Eyach,Baden-Württemberg,48.40555,8.771182,4229986.0,2810988.0,390.3,335.84,394.42,335.1,631.28,391.77,480.63,593.68,904.94,1007.25
DE110500,463,Süßen,Lauter,Baden-Württemberg,48.68383,9.775238,4304444.0,2841189.0,366.89,66.0,376.11,68.14,564.14,370.88,406.09,545.18,751.58,796.32
DE110510,464,Lautenhof,Große Enz,Baden-Württemberg,48.716906,8.542309,4213705.0,2845901.0,476.71,84.37,491.42,83.61,802.45,483.2,592.72,824.66,951.45,998.29
DE110520,465,Höfen,Enz,Baden-Württemberg,48.812873,8.582569,4216869.0,2856510.0,353.99,218.82,359.9,221.2,725.44,357.06,502.45,723.56,907.38,998.29
DE110530,473,Abtsgmünd,Lein,Baden-Württemberg,48.890735,10.007205,4321528.0,2864165.0,368.89,246.88,376.14,248.95,491.59,370.54,425.45,493.98,547.12,591.4
DE110540,475,Ohrnberg-Ohrnwiesen,Ohrn,Baden-Württemberg,49.240379,9.462322,4281837.0,2903181.0,182.74,152.19,186.31,151.67,347.73,184.11,239.63,318.36,491.09,526.71
DE110550,477,Dörzbach,Jagst,Baden-Württemberg,49.367375,9.718045,4300516.0,2917198.0,237.54,1029.99,251.93,1025.06,458.58,239.22,376.84,461.02,531.55,742.35
DE110560,478,Sennfeld,Seckach,Baden-Württemberg,49.378523,9.373457,4275494.0,2918592.0,204.9,212.69,210.71,213.45,341.77,207.89,276.44,340.88,403.98,474.44
DE110570,490,Calw,Nagold,Baden-Württemberg,48.726474,8.734376,4227859.0,2846703.0,325.55,587.61,337.06,585.8,603.09,327.45,454.52,593.77,770.23,908.97
DE110600,1101,Laupheim,Dürnach,Baden-Württemberg,48.239966,9.86108,4310676.0,2791836.0,495.66,94.0,497.49,100.11,584.35,493.75,504.3,595.7,652.38,696.8
DE110610,1109,Maria Tann,Kirnach,Baden-Württemberg,48.073242,8.389992,4200972.0,2774604.0,753.44,29.82,765.72,29.78,909.46,760.71,819.08,913.26,986.51,1044.1
DE110620,1111,Reichenhofen,Wurzacher Ach,Baden-Württemberg,47.847065,9.967069,4318533.0,2748162.0,635.73,152.53,638.12,151.84,685.4,636.3,648.42,675.71,756.37,798.54
DE110640,1120,Unterschmeien,Schmeie,Baden-Württemberg,48.091691,9.149767,4257633.0,2775712.0,591.43,145.2,595.68,146.57,820.52,591.5,677.06,832.87,929.08,987.5
DE110650,1122,Breitingen,Lone,Baden-Württemberg,48.513751,9.987812,4320099.0,2822257.0,524.41,107.04,531.33,99.26,631.87,524.55,564.16,634.73,696.53,745.24
DE110660,1131,Laucherthal,Lauchert,Baden-Württemberg,48.083733,9.275508,4266995.0,2774727.0,575.85,451.58,584.3,437.71,764.79,579.9,646.14,768.13,869.51,949.87
DE110670,1137,Lontal,Lone,Baden-Württemberg,48.579448,10.213069,4336727.0,2829583.0,452.27,316.49,452.96,309.04,597.35,451.77,511.37,591.81,682.79,745.24
DE110680,1139,Hammereisenbach,Breg,Baden-Württemberg,47.989742,8.35337,4198041.0,2765387.0,738.38,158.01,740.03,164.95,976.52,738.55,836.16,982.77,1090.11,1159.79
DE110690,1140,Donaueschingen,Brigach,Baden-Württemberg,47.955843,8.490414,4208197.0,2761402.0,676.22,192.7,680.97,181.99,816.73,677.28,703.64,806.25,955.45,1044.1
DE110700,1144,Niederkirch,Riß,Baden-Württemberg,48.238603,9.831224,4308457.0,2791689.0,495.28,409.07,503.02,391.95,592.46,497.18,515.94,589.67,677.93,787.96
DE110710,1145,Laupheim,Rottum,Baden-Württemberg,48.245053,9.868799,4311251.0,2792400.0,493.13,134.61,496.53,126.2,600.19,494.35,518.96,593.51,688.97,759.13
DE110730,1151,Menningen,Ablach,Baden-Württemberg,48.005936,9.163832,4258576.0,2766170.0,590.94,199.94,593.21,221.56,677.13,592.01,619.26,666.48,771.94,841.86
DE110750,1156,Fridingen,Bära,Baden-Württemberg,48.034611,8.9433,4242157.0,2769567.0,630.35,131.78,643.19,131.59,867.73,631.08,724.6,885.34,969.34,1031.37
DE110780,1161,Warthausen,Riß,Baden-Württemberg,48.151743,9.794756,4305721.0,2782042.0,517.44,307.18,521.77,287.43,606.63,518.18,544.31,598.58,688.24,787.96
DE110790,1162,Goppertshofen,Rottum,Baden-Württemberg,48.086929,9.943128,4316760.0,2774819.0,563.42,57.22,564.97,58.11,651.19,564.61,589.55,656.0,701.85,759.13
DE110810,1166,Unterlinach,Linach,Baden-Württemberg,48.021944,8.277182,4192434.0,2769094.0,848.44,9.66,851.45,9.74,1006.13,849.41,904.75,1012.27,1095.58,1133.21
DE110820,1168,Hirschbronn-Zulauf,Ölbach,Baden-Württemberg,47.990502,9.966625,4318507.0,2764102.0,628.02,24.69,629.95,24.99,684.67,629.63,654.32,682.75,718.18,753.83
DE110830,1169,Spindelwag-Zulauf,Pfaffenrieder Bach,Baden-Württemberg,47.977491,9.985376,4319907.0,2762656.0,632.27,29.53,632.84,29.81,718.08,632.84,661.86,727.21,752.79,789.4
DE110840,1170,Kunenberg,Rappenbach,Baden-Württemberg,47.951783,10.041772,4324121.0,2759800.0,652.33,7.25,653.99,7.07,705.65,653.68,669.62,706.14,741.24,763.04
DE110860,1174,Jettkofen,Ostrach,Baden-Württemberg,47.968256,9.365719,4273612.0,2761833.0,598.37,95.65,598.43,108.58,646.23,598.22,607.99,638.27,718.19,789.11
DE110870,1175,Häfeliswald,Kürnach,Baden-Württemberg,47.748151,10.126636,4330501.0,2737179.0,766.5,19.84,770.97,18.62,941.01,770.34,820.36,939.35,1066.3,1143.87
DE110880,1177,Bittelschieß,Andelsbach,Baden-Württemberg,48.001418,9.237642,4264081.0,2765608.0,587.0,143.95,588.92,139.22,670.94,587.82,612.13,663.5,752.38,842.16
DE110900,1181,Donaueschingen,Breg,Baden-Württemberg,47.935589,8.500638,4208917.0,2759136.0,677.56,291.14,679.55,293.08,902.17,676.48,709.88,917.42,1074.14,1159.79
DE110920,1301,Bad Rotenfels,Murg,Baden-Württemberg,48.818707,8.297144,4195919.0,2857602.0,130.54,465.45,130.71,467.66,664.06,129.04,219.91,712.13,952.62,1163.8
DE110930,1307,Weinheim,Weschnitz,Baden-Württemberg,49.554147,8.675078,4225121.0,2938791.0,105.56,175.28,112.24,175.79,304.69,108.16,176.51,285.31,490.06,624.33
DE110940,1325,Lahr,Schutter,Baden-Württemberg,48.33993,7.850372,4161595.0,2805258.0,160.17,129.4,163.96,129.21,373.22,162.35,192.72,369.24,571.75,754.43
DE110950,1365,Beutelsau,Untere Argen,Baden-Württemberg,47.704711,9.818651,4307381.0,2732360.0,553.58,264.9,559.76,263.67,790.76,556.05,643.36,748.87,1019.73,1256.61
DE110960,1411,Schwabsberg,Jagst,Baden-Württemberg,48.932548,10.139617,4331232.0,2868823.0,434.26,178.48,438.02,177.55,513.81,435.56,462.47,507.61,600.72,742.35
DE110970,1412,Elpershofen,Jagst,Baden-Württemberg,49.222213,9.894454,4313309.0,2901024.0,301.07,817.35,319.47,812.19,469.29,303.22,410.49,468.35,537.15,742.35
DE110980,1431,Leutenbach,Buchenbach,Baden-Württemberg,48.886374,9.392097,4276404.0,2863864.0,269.58,46.73,274.67,46.52,366.5,272.96,287.75,362.68,460.54,535.54
DE110990,1436,Beutelsbach-Bad,Schweizerbach,Baden-Württemberg,48.799689,9.391993,4276318.0,2854227.0,235.74,29.64,239.36,29.44,392.88,239.05,271.94,400.36,472.78,497.72
DE111000,1438,Wiesensteig,Fils,Baden-Württemberg,48.567868,9.636287,4294146.0,2828339.0,564.04,30.72,567.0,31.38,761.23,565.51,639.43,769.42,835.2,880.9
DE111010,1439,Geislingen,Fils,Baden-Württemberg,48.627333,9.816413,4307461.0,2834900.0,409.22,145.91,423.95,146.02,681.84,412.13,488.59,715.85,809.81,878.19
DE111020,1450,Forchtenberg,Kupfer,Baden-Württemberg,49.28525,9.563833,4289260.0,2908121.0,193.97,71.69,200.39,72.52,360.47,195.55,312.06,358.45,408.44,539.62
DE111030,1462,Wendlingen-Kläranlage,Neckar,Baden-Württemberg,48.686176,9.381645,4275454.0,2841615.0,252.26,3238.8,258.88,3253.52,565.26,255.63,347.16,553.19,796.97,1030.19
DE111040,1470,Neustadt,Rems,Baden-Württemberg,48.847357,9.31582,4270769.0,2859575.0,214.85,569.3,227.85,566.88,406.77,216.45,257.08,411.9,583.75,804.59
DE111060,1489,Unterspeltach,Speltach,Baden-Württemberg,49.091923,10.023895,4322745.0,2886533.0,412.63,33.11,412.81,35.23,457.87,412.81,422.56,456.48,504.71,540.77
DE111070,1496,Schafhausen,Würm,Baden-Württemberg,48.726215,8.89081,4239369.0,2846489.0,394.9,237.31,398.81,238.95,493.55,397.14,435.35,490.31,564.34,618.88
DE111110,2317,Oberkirch,Rench,Baden-Württemberg,48.527035,8.077404,4178955.0,2825585.0,188.52,158.79,191.34,163.42,546.98,188.83,259.02,532.85,900.0,1059.21
DE111120,2325,Christophstal,Forbach,Baden-Württemberg,48.473148,8.387324,4201720.0,2819048.0,602.76,18.52,606.04,19.42,819.8,605.47,694.95,829.75,910.6,956.94
DE111130,2337,Wiesloch,Leimbach,Baden-Württemberg,49.292013,8.679113,4224898.0,2909642.0,112.3,112.35,119.5,113.33,206.47,114.83,140.32,201.57,293.98,488.2
DE111140,2340,Gießen,Argen,Baden-Württemberg,47.627986,9.596098,4290623.0,2723901.0,420.1,647.86,423.84,649.51,711.38,419.0,517.62,688.38,978.22,1259.45
DE111150,2341,Rielasingen,Radolfzeller Aach,Baden-Württemberg,47.737816,8.838962,4233869.0,2736706.0,417.56,207.06,419.43,202.45,575.64,417.45,435.32,557.37,752.11,878.33
DE111160,2360,Gerbertshaus,Schussen,Baden-Württemberg,47.672575,9.534898,4286050.0,2728883.0,401.56,782.2,409.63,776.11,581.87,403.53,440.22,587.65,692.29,789.75
DE111170,2361,Rainpadent,Wolfegger Ach,Baden-Württemberg,47.827858,9.638556,4293921.0,2746094.0,449.84,164.4,452.6,168.9,652.26,450.98,566.98,656.36,718.28,778.87
DE111180,2362,Neufrach,Deggenhauser Aach,Baden-Württemberg,47.754074,9.308415,4269114.0,2738071.0,429.63,73.94,432.29,73.43,631.3,430.48,470.8,621.17,782.42,842.87
DE111190,2365,Falkensteig,Rotbach,Baden-Württemberg,47.942854,8.007667,4172096.0,2760813.0,490.45,40.22,492.04,41.12,962.18,492.7,698.07,980.79,1157.85,1284.55
DE111210,2376,Ravensburg,Schussen,Baden-Württemberg,47.780557,9.600428,4291037.0,2740852.0,424.78,636.96,430.78,641.5,600.42,426.3,461.91,598.19,697.18,789.75
DE111220,2377,Friedrichshafen,Rotach,Baden-Württemberg,47.659131,9.496327,4283142.0,2727408.0,396.9,130.69,400.03,126.51,561.1,400.03,417.99,561.48,730.52,839.96
DE111230,2388,Epplings,Obere Argen,Baden-Württemberg,47.677038,9.862591,4310675.0,2729278.0,563.35,164.29,570.86,163.7,761.08,565.02,609.37,729.32,982.23,1259.45
DE111240,2389,Rengers,Untere Argen,Baden-Württemberg,47.71516,10.051826,4324891.0,2733506.0,687.4,132.3,693.28,128.99,886.6,690.25,724.2,886.11,1060.23,1256.61
DE111250,2391,Wiesloch,Waldangelbach,Baden-Württemberg,49.288171,8.688155,4225548.0,2909203.0,114.53,54.62,119.58,55.13,202.15,116.74,135.54,201.21,267.33,343.01
DE111260,2399,Baden-Baden,Oos,Baden-Württemberg,48.774319,8.220037,4190140.0,2852803.0,140.59,73.61,150.77,73.69,463.98,144.12,200.94,437.18,797.21,1006.25
DE111270,2431,Wendlingen,Lauter,Baden-Württemberg,48.67076,9.393381,4276305.0,2839894.0,265.13,189.56,272.34,189.04,526.63,268.39,319.59,478.1,785.88,887.85
DE111280,2432,Bad Teinach,Teinach,Baden-Württemberg,48.688495,8.696343,4224987.0,2842531.0,378.49,53.9,381.89,53.69,641.77,380.51,508.93,648.97,731.8,772.22
DE111290,2440,Böhringsweiler,Fichtenberger Rot,Baden-Württemberg,49.071886,9.512284,4285354.0,2884423.0,441.7,17.29,451.3,16.24,496.41,442.82,467.26,493.17,534.04,585.57
DE111300,2444,Mittelrot,Fichtenberger Rot,Baden-Württemberg,48.98534,9.743195,4302198.0,2874715.0,332.34,125.67,335.16,124.74,465.59,334.39,363.99,478.93,522.65,606.41
DE111310,2446,Horgen-Kläranlage,Eschach,Baden-Württemberg,48.137867,8.565618,4214199.0,2781516.0,598.4,205.09,600.7,205.14,718.64,599.95,654.71,709.2,812.09,921.44
DE111320,2452,Nagold,Nagold,Baden-Württemberg,48.565917,8.721682,4226622.0,2828874.0,387.92,377.26,396.0,376.97,625.53,389.89,482.06,614.06,793.57,908.97
DE111330,2459,Erzgrube-Zulauf,Nagold,Baden-Württemberg,48.550247,8.471429,4208113.0,2827484.0,550.04,33.9,552.37,33.74,757.83,550.53,618.81,770.28,857.79,908.97
DE111340,2461,Eyachmühle,Eyach,Baden-Württemberg,48.782143,8.521699,4212331.0,2853182.0,476.48,31.89,479.15,37.34,771.63,479.39,574.4,780.1,925.33,961.57
DE111350,2462,Brotenau,Brotenaubach,Baden-Württemberg,48.736302,8.474797,4208780.0,2848157.0,651.15,9.21,660.1,9.26,863.33,656.96,737.16,883.77,931.11,952.98
DE111360,2465,Bebenhausen,Goldersbach,Baden-Württemberg,48.55978,9.042629,4250307.0,2827832.0,365.72,37.71,383.57,44.67,507.91,366.08,435.19,515.17,563.0,602.23
DE111370,2471,Gruol,Stunzach,Baden-Württemberg,48.341711,8.786832,4231031.0,2803874.0,453.77,76.02,457.11,75.8,577.41,455.04,479.52,581.43,671.55,711.1
DE111380,2477,Oberensingen,Aich,Baden-Württemberg,48.637209,9.323664,4271135.0,2836209.0,271.58,177.94,275.86,179.24,434.32,273.8,346.5,436.45,511.2,601.18
DE111390,2489,Tübingen,Steinlach,Baden-Württemberg,48.490543,9.065963,4251934.0,2820115.0,339.34,138.38,341.3,138.38,550.82,341.36,395.86,510.34,804.85,899.38
DE111400,3301,Ettlingen,Alb,Baden-Württemberg,48.946638,8.398504,4203666.0,2871655.0,122.81,148.94,125.09,149.27,449.3,125.63,238.64,426.89,710.02,962.56
DE111410,3302,Schwarzenberg,Murg,Baden-Württemberg,48.598739,8.380152,4201489.0,2833017.0,463.81,178.9,466.81,178.83,760.44,467.35,546.28,772.85,935.47,1059.21
DE111420,3303,Schönmünzach,Schönmünz,Baden-Württemberg,48.606788,8.363673,4200293.0,2833938.0,461.62,47.32,467.12,47.28,790.94,463.11,578.06,795.07,983.62,1119.09
DE111430,3304,Zell,Wiese,Baden-Württemberg,47.699479,7.845421,4159207.0,2734118.0,419.6,206.46,422.78,207.64,904.76,421.19,564.8,901.56,1237.92,1494.3
DE111440,3311,Baiersbronn,Murg,Baden-Württemberg,48.516512,8.338585,4198222.0,2823947.0,555.18,64.32,559.66,64.28,807.21,556.79,611.35,817.2,972.13,1059.21
DE111450,3312,Durlesbach,Schussen,Baden-Württemberg,47.903092,9.676142,4296773.0,2754441.0,492.81,269.24,495.85,274.2,599.57,494.03,556.91,590.75,664.8,748.61
DE111460,3313,Uhldingen,Seefelder Aach,Baden-Württemberg,47.730252,9.24346,4264215.0,2735472.0,397.57,270.99,402.45,273.72,575.24,399.98,427.22,573.25,753.59,842.87
DE111470,3314,Fuchstobel,Rotach,Baden-Württemberg,47.756546,9.455037,4280116.0,2738254.0,475.13,67.0,480.64,58.23,630.25,478.49,520.65,621.91,768.37,839.96
DE111480,3316,Ewattingen,Wutach,Baden-Württemberg,47.848343,8.450182,4204948.0,2749520.0,563.71,342.1,566.94,355.63,904.73,565.93,722.19,890.1,1114.76,1471.83
DE111490,3317,Ramsbach,Rench,Baden-Württemberg,48.490077,8.145409,4183877.0,2821349.0,245.31,108.33,246.03,108.79,610.4,246.31,341.07,598.59,929.07,1059.21
DE111500,3318,Tegernau,Kleine Wiese,Baden-Württemberg,47.718169,7.794653,4155456.0,2736307.0,431.9,70.02,439.44,69.89,804.82,434.58,564.4,803.28,1061.72,1406.24
DE111510,3326,Schenkenzell,Kinzig,Baden-Württemberg,48.311395,8.373314,4200297.0,2801095.0,351.36,76.1,355.17,75.6,642.76,352.62,474.66,657.21,786.68,858.4
DE111550,3414,Steinheim,Bottwar,Baden-Württemberg,48.97009,9.281725,4268396.0,2873243.0,201.2,76.1,207.22,76.16,320.65,203.64,227.69,299.13,469.53,555.71
DE111560,3421,Vaihingen,Enz,Baden-Württemberg,48.923423,8.952372,4244205.0,2868345.0,196.95,1662.37,199.5,1661.64,546.41,199.5,280.72,541.5,811.25,998.29
DE111570,3422,Jagstzell,Jagst,Baden-Württemberg,49.029884,10.100431,4328346.0,2879640.0,413.93,329.04,417.99,328.41,500.79,415.3,450.83,496.58,564.06,742.35
DE111580,3426,Talhausen,Glems,Baden-Württemberg,48.917577,9.067519,4252637.0,2867581.0,210.92,192.46,215.63,192.9,378.51,209.84,291.1,367.08,486.41,553.64
DE111590,3456,Iselshausen,Waldach,Baden-Württemberg,48.536796,8.724347,4226764.0,2825634.0,405.76,147.33,414.03,148.07,595.27,408.91,496.13,593.94,698.14,754.79
DE111600,3465,Stein,Kocher,Baden-Württemberg,49.258275,9.287114,4269095.0,2905279.0,155.04,1931.57,158.92,1956.65,414.06,152.72,236.37,427.36,541.6,755.47
DE111610,3470,Untergriesheim,Jagst,Baden-Württemberg,49.268547,9.219941,4264217.0,2906471.0,148.68,1827.3,156.3,1823.98,398.11,149.55,258.51,411.89,517.62,742.35
DE111620,3496,Schömberg-Zulauf,Schlichem,Baden-Württemberg,48.201095,8.778188,4230138.0,2788258.0,648.0,29.73,650.3,29.96,826.29,650.3,688.03,821.68,973.03,1025.8
DE111630,3498,Kocherstetten,Kocher,Baden-Württemberg,49.26574,9.757663,4303358.0,2905887.0,223.68,1288.12,228.57,1309.43,458.63,222.9,349.37,461.69,581.95,755.47
DE111640,4408,Owingen,Eyach,Baden-Württemberg,48.339244,8.834216,4234540.0,2803543.0,446.4,210.3,450.05,214.08,677.18,446.42,521.17,630.88,918.95,1007.25
DE111650,4410,Hopfau,Glatt,Baden-Württemberg,48.371262,8.578457,4215642.0,2807434.0,430.15,206.1,432.94,232.23,652.37,431.78,548.08,656.49,753.93,862.18
DE111660,4411,Vörbach,Waldach,Baden-Württemberg,48.514268,8.583349,4216302.0,2823320.0,509.37,43.6,511.17,42.22,644.83,509.87,575.69,642.1,724.19,754.79
DE111670,4414,Denkendorf,Körsch,Baden-Württemberg,48.709264,9.355228,4273530.0,2844198.0,248.16,127.19,252.7,125.4,388.89,249.93,320.69,389.0,462.7,536.47
DE111680,4415,Neuenstadt,Brettach,Baden-Württemberg,49.230247,9.343464,4273171.0,2902125.0,166.02,141.18,174.88,141.01,318.88,166.82,200.19,279.33,489.68,567.08
DE111690,4419,Wannweil,Echaz,Baden-Württemberg,48.522872,9.144495,4257782.0,2823638.0,313.35,133.57,316.86,134.66,536.82,315.43,366.67,496.24,796.61,880.68
DE111700,4420,Allfeld,Schefflenz,Baden-Württemberg,49.329306,9.245333,4266133.0,2913207.0,209.99,59.51,225.66,59.59,312.47,213.25,264.72,313.25,358.46,409.42
